
# Surface 0 of 1 surfaces

# Curve title: "h(x,y)"

# Contour 0, label:        6
 6.6047  14.3518  6 
 6.65955  14.3542  6 
 6.66341  14.3544  6 
 6.72211  14.3566  6 
 6.78082  14.3584  6 
 6.83953  14.3598  6 
 6.89824  14.3608  6 
 6.95695  14.3615  6 
 7.01566  14.3618  6 
 7.07436  14.3617  6 
 7.13307  14.3612  6 
 7.19178  14.3604  6 
 7.25049  14.3591  6 
 7.3092  14.3574  6 
 7.36791  14.3554  6 
 7.39585  14.3542  6 
 7.42661  14.3529  6 
 7.48532  14.35  6 
 7.54403  14.3467  6 
 7.60274  14.343  6 
 7.66145  14.3389  6 
 7.72016  14.3344  6 
 7.77886  14.3295  6 
 7.83757  14.3241  6 
 7.89628  14.3184  6 
 7.95499  14.3122  6 
 8.0137  14.3055  6 
 8.07241  14.2985  6 
 8.09599  14.2955  6 
 8.13112  14.291  6 
 8.18982  14.283  6 
 8.24853  14.2746  6 
 8.30724  14.2658  6 
 8.36595  14.2565  6 
 8.42466  14.2468  6 
 8.48265  14.2368  6 
 8.48337  14.2367  6 
 8.54207  14.226  6 
 8.60078  14.2149  6 
 8.65949  14.2033  6 
 8.7182  14.1912  6 
 8.77691  14.1788  6 
 8.77994  14.1781  6 
 8.83562  14.1657  6 
 8.89432  14.1522  6 
 8.95303  14.1382  6 
 9.01174  14.1238  6 
 9.02913  14.1194  6 
 9.07045  14.1088  6 
 9.12916  14.0933  6 
 9.18787  14.0773  6 
 9.24658  14.0609  6 
 9.24731  14.0607  6 
 9.30528  14.0438  6 
 9.36399  14.0263  6 
 9.4227  14.0082  6 
 9.44261  14.002  6 
 9.48141  13.9896  6 
 9.54012  13.9704  6 
 9.59883  13.9508  6 
 9.62081  13.9432  6 
 9.65753  13.9305  6 
 9.71624  13.9097  6 
 9.77495  13.8884  6 
 9.78529  13.8845  6 
 9.83366  13.8664  6 
 9.89237  13.8439  6 
 9.93834  13.8258  6 
 9.95108  13.8208  6 
 10.0098  13.797  6 
 10.0685  13.7728  6 
 10.0818  13.7671  6 
 10.1272  13.7478  6 
 10.1859  13.7223  6 
 10.2171  13.7084  6 
 10.2446  13.6961  6 
 10.3033  13.6692  6 
 10.3452  13.6497  6 
 10.362  13.6418  6 
 10.4207  13.6136  6 
 10.4671  13.591  6 
 10.4795  13.5849  6 
 10.5382  13.5554  6 
 10.5832  13.5323  6 
 10.5969  13.5252  6 
 10.6556  13.4943  6 
 10.6943  13.4736  6 

 1.37965  13.0978  6 
 1.43836  13.1141  6 
 1.46393  13.1213  6 
 1.49706  13.1306  6 
 1.55577  13.1474  6 
 1.61448  13.1644  6 
 1.66735  13.18  6 
 1.67319  13.1817  6 
 1.7319  13.1992  6 
 1.79061  13.2169  6 
 1.84932  13.2348  6 
 1.862  13.2387  6 
 1.90802  13.2529  6 
 1.96673  13.2711  6 
 2.02544  13.2895  6 
 2.05064  13.2975  6 
 2.08415  13.308  6 
 2.14286  13.3266  6 
 2.20157  13.3453  6 
 2.23524  13.3562  6 
 2.26027  13.3642  6 
 2.31898  13.383  6 
 2.37769  13.402  6 
 2.41734  13.4149  6 
 2.4364  13.421  6 
 2.49511  13.44  6 
 2.55382  13.4591  6 
 2.59824  13.4736  6 
 2.61252  13.4782  6 
 2.67123  13.4972  6 
 2.72994  13.5163  6 
 2.77908  13.5323  6 
 2.78865  13.5354  6 
 2.84736  13.5543  6 
 2.90607  13.5733  6 
 2.96093  13.591  6 
 2.96477  13.5922  6 
 3.02348  13.611  6 
 3.08219  13.6297  6 
 3.1409  13.6485  6 
 3.14485  13.6497  6 
 3.19961  13.667  6 
 3.25832  13.6854  6 
 3.31703  13.7038  6 
 3.33193  13.7084  6 
 3.37573  13.7219  6 
 3.43444  13.74  6 
 3.49315  13.758  6 
 3.52333  13.7671  6 
 3.55186  13.7757  6 
 3.61057  13.7933  6 
 3.66928  13.8108  6 
 3.72034  13.8258  6 
 3.72798  13.8281  6 
 3.78669  13.8451  6 
 3.8454  13.862  6 
 3.90411  13.8787  6 
 3.92467  13.8845  6 
 3.96282  13.8952  6 
 4.02153  13.9115  6 
 4.08023  13.9276  6 
 4.13812  13.9432  6 
 4.13894  13.9435  6 
 4.19765  13.959  6 
 4.25636  13.9744  6 
 4.31507  13.9896  6 
 4.36355  14.002  6 
 4.37378  14.0045  6 
 4.43249  14.0192  6 
 4.49119  14.0336  6 
 4.5499  14.0477  6 
 4.60438  14.0607  6 
 4.60861  14.0617  6 
 4.66732  14.0752  6 
 4.72603  14.0886  6 
 4.78474  14.1017  6 
 4.84344  14.1145  6 
 4.86626  14.1194  6 
 4.90215  14.127  6 
 4.96086  14.1392  6 
 5.01957  14.1511  6 
 5.07828  14.1628  6 
 5.13699  14.1741  6 
 5.15785  14.1781  6 
 5.19569  14.1852  6 
 5.2544  14.1959  6 
 5.31311  14.2063  6 
 5.37182  14.2164  6 
 5.43053  14.2262  6 
 5.48924  14.2357  6 
 5.49594  14.2368  6 
 5.54795  14.2449  6 
 5.60665  14.2537  6 
 5.66536  14.2622  6 
 5.72407  14.2704  6 
 5.78278  14.2782  6 
 5.84149  14.2858  6 
 5.9002  14.293  6 
 5.92197  14.2955  6 

-3.78669  13.109  6 
-3.72798  13.1027  6 
-3.66928  13.0963  6 
-3.61057  13.0896  6 
-3.55186  13.0828  6 
-3.49315  13.0759  6 
-3.43444  13.0688  6 
-3.38379  13.0626  6 
-3.37573  13.0616  6 
-3.31703  13.0543  6 
-3.25832  13.0468  6 
-3.19961  13.0392  6 
-3.1409  13.0316  6 
-3.08219  13.0238  6 
-3.02348  13.0161  6 
-2.96477  13.0082  6 
-2.93275  13.0039  6 
-2.90607  13.0003  6 
-2.84736  12.9923  6 
-2.78865  12.9843  6 
-2.72994  12.9763  6 
-2.67123  12.9683  6 
-2.61252  12.9603  6 
-2.55382  12.9524  6 
-2.50051  12.9452  6 
-2.49511  12.9445  6 
-2.4364  12.9365  6 
-2.37769  12.9287  6 
-2.31898  12.9209  6 
-2.26027  12.9133  6 
-2.20157  12.9057  6 
-2.14286  12.8983  6 
-2.08415  12.891  6 
-2.0473  12.8865  6 
-2.02544  12.8838  6 
-1.96673  12.8768  6 
-1.90802  12.8699  6 
-1.84932  12.8632  6 
-1.79061  12.8568  6 
-1.7319  12.8506  6 
-1.67319  12.8446  6 
-1.61448  12.8388  6 
-1.55577  12.8334  6 
-1.49706  12.8282  6 
-1.49229  12.8278  6 
-1.43836  12.8233  6 
-1.37965  12.8186  6 
-1.32094  12.8143  6 
-1.26223  12.8104  6 
-1.20352  12.8067  6 
-1.14481  12.8035  6 
-1.08611  12.8006  6 
-1.0274  12.7981  6 
-0.968689  12.796  6 
-0.90998  12.7944  6 
-0.851272  12.7931  6 
-0.792564  12.7923  6 
-0.733855  12.7919  6 
-0.675147  12.792  6 
-0.616438  12.7926  6 
-0.55773  12.7936  6 
-0.499022  12.7951  6 
-0.440313  12.797  6 
-0.381605  12.7995  6 
-0.322896  12.8025  6 
-0.264188  12.806  6 
-0.205479  12.8099  6 
-0.146771  12.8144  6 
-0.0880626  12.8194  6 
-0.0293542  12.8249  6 
-0.0016165  12.8278  6 
 0.0293542  12.8309  6 
 0.0880626  12.8374  6 
 0.146771  12.8444  6 
 0.205479  12.852  6 
 0.264188  12.86  6 
 0.322896  12.8685  6 
 0.381605  12.8776  6 
 0.436589  12.8865  6 
 0.440313  12.8871  6 
 0.499022  12.897  6 
 0.55773  12.9075  6 
 0.616438  12.9184  6 
 0.675147  12.9298  6 
 0.733855  12.9416  6 
 0.750816  12.9452  6 
 0.792564  12.9539  6 
 0.851272  12.9665  6 
 0.90998  12.9796  6 
 0.968689  12.9932  6 
 1.01395  13.0039  6 
 1.0274  13.0071  6 
 1.08611  13.0213  6 
 1.14481  13.0359  6 
 1.20352  13.0509  6 
 1.24816  13.0626  6 
 1.26223  13.0663  6 
 1.32094  13.0819  6 
 1.37965  13.0978  6 

-8.7182  12.4787  6 
-8.65949  12.5047  6 
-8.60078  12.5302  6 
-8.59126  12.5342  6 
-8.54207  12.555  6 
-8.48337  12.5793  6 
-8.44975  12.593  6 
-8.42466  12.6031  6 
-8.36595  12.6262  6 
-8.30724  12.6489  6 
-8.29986  12.6517  6 
-8.24853  12.6709  6 
-8.18982  12.6925  6 
-8.13992  12.7104  6 
-8.13112  12.7135  6 
-8.07241  12.7339  6 
-8.0137  12.7539  6 
-7.96813  12.7691  6 
-7.95499  12.7734  6 
-7.89628  12.7923  6 
-7.83757  12.8108  6 
-7.78207  12.8278  6 
-7.77886  12.8288  6 
-7.72016  12.8462  6 
-7.66145  12.8631  6 
-7.60274  12.8796  6 
-7.57772  12.8865  6 
-7.54403  12.8956  6 
-7.48532  12.9111  6 
-7.42661  12.9262  6 
-7.36791  12.9409  6 
-7.34994  12.9452  6 
-7.3092  12.955  6 
-7.25049  12.9686  6 
-7.19178  12.9819  6 
-7.13307  12.9947  6 
-7.08934  13.0039  6 
-7.07436  13.007  6 
-7.01566  13.0189  6 
-6.95695  13.0304  6 
-6.89824  13.0414  6 
-6.83953  13.052  6 
-6.78082  13.0623  6 
-6.77866  13.0626  6 
-6.72211  13.072  6 
-6.66341  13.0813  6 
-6.6047  13.0903  6 
-6.54599  13.0988  6 
-6.48728  13.1069  6 
-6.42857  13.1147  6 
-6.3753  13.1213  6 
-6.36986  13.122  6 
-6.31115  13.1289  6 
-6.25245  13.1354  6 
-6.19374  13.1416  6 
-6.13503  13.1473  6 
-6.07632  13.1527  6 
-6.01761  13.1577  6 
-5.9589  13.1624  6 
-5.9002  13.1667  6 
-5.84149  13.1706  6 
-5.78278  13.1741  6 
-5.72407  13.1773  6 
-5.66766  13.18  6 
-5.66536  13.1801  6 
-5.60665  13.1826  6 
-5.54795  13.1847  6 
-5.48924  13.1865  6 
-5.43053  13.188  6 
-5.37182  13.1891  6 
-5.31311  13.1898  6 
-5.2544  13.1903  6 
-5.19569  13.1904  6 
-5.13699  13.1902  6 
-5.07828  13.1897  6 
-5.01957  13.1889  6 
-4.96086  13.1878  6 
-4.90215  13.1864  6 
-4.84344  13.1847  6 
-4.78474  13.1827  6 
-4.72603  13.1804  6 
-4.71791  13.18  6 
-4.66732  13.1778  6 
-4.60861  13.1749  6 
-4.5499  13.1718  6 
-4.49119  13.1684  6 
-4.43249  13.1647  6 
-4.37378  13.1608  6 
-4.31507  13.1567  6 
-4.25636  13.1522  6 
-4.19765  13.1476  6 
-4.13894  13.1427  6 
-4.08023  13.1377  6 
-4.02153  13.1323  6 
-3.96282  13.1268  6 
-3.90614  13.1213  6 
-3.90411  13.1211  6 
-3.8454  13.1152  6 
-3.78669  13.109  6 

-11.8885  9.79249  6 
-11.861  9.83366  6 
-11.8297  9.87998  6 
-11.8213  9.89237  6 
-11.7807  9.95108  6 
-11.771  9.96485  6 
-11.7392  10.0098  6 
-11.7123  10.0473  6 
-11.6969  10.0685  6 
-11.6538  10.1272  6 
-11.6097  10.1859  6 
-11.5949  10.2053  6 
-11.5647  10.2446  6 
-11.5362  10.2812  6 
-11.5188  10.3033  6 
-11.4775  10.3551  6 
-11.4719  10.362  6 
-11.424  10.4207  6 
-11.4188  10.4271  6 
-11.3751  10.4795  6 
-11.3601  10.4972  6 
-11.3251  10.5382  6 
-11.3014  10.5657  6 
-11.2741  10.5969  6 
-11.2427  10.6325  6 
-11.222  10.6556  6 
-11.184  10.6977  6 
-11.1688  10.7143  6 
-11.1252  10.7614  6 
-11.1144  10.773  6 
-11.0665  10.8237  6 
-11.0588  10.8317  6 
-11.0078  10.8845  6 
-11.002  10.8904  6 
-10.9491  10.9439  6 
-10.9439  10.9491  6 
-10.8904  11.002  6 
-10.8845  11.0078  6 
-10.8317  11.0588  6 
-10.8237  11.0665  6 
-10.773  11.1144  6 
-10.7614  11.1252  6 
-10.7143  11.1688  6 
-10.6977  11.184  6 
-10.6556  11.222  6 
-10.6325  11.2427  6 
-10.5969  11.2741  6 
-10.5657  11.3014  6 
-10.5382  11.3251  6 
-10.4972  11.3601  6 
-10.4795  11.3751  6 
-10.4271  11.4188  6 
-10.4207  11.424  6 
-10.362  11.4719  6 
-10.3551  11.4775  6 
-10.3033  11.5188  6 
-10.2812  11.5362  6 
-10.2446  11.5647  6 
-10.2053  11.5949  6 
-10.1859  11.6097  6 
-10.1275  11.6536  6 
-10.0685  11.6969  6 
-10.0473  11.7123  6 
-10.0098  11.7392  6 
-9.96485  11.771  6 
-9.95108  11.7807  6 
-9.89237  11.8213  6 
-9.87998  11.8297  6 
-9.83366  11.861  6 
-9.79249  11.8885  6 
-9.77495  11.9  6 
-9.71624  11.9382  6 
-9.70228  11.9472  6 
-9.65753  11.9756  6 
-9.60913  12.0059  6 
-9.59883  12.0123  6 
-9.54012  12.0481  6 
-9.51276  12.0646  6 
-9.48141  12.0833  6 
-9.4227  12.1177  6 
-9.41311  12.1233  6 
-9.36399  12.1514  6 
-9.30978  12.182  6 
-9.30528  12.1845  6 
-9.24658  12.2168  6 
-9.2024  12.2407  6 
-9.18787  12.2485  6 
-9.12916  12.2795  6 
-9.09072  12.2994  6 
-9.07045  12.3098  6 
-9.01174  12.3395  6 
-8.97432  12.3581  6 
-8.95303  12.3686  6 
-8.89432  12.397  6 
-8.8527  12.4168  6 
-8.83562  12.4249  6 
-8.77691  12.4521  6 
-8.72529  12.4755  6 
-8.7182  12.4787  6 

-13.1891  5.37182  6 
-13.188  5.43053  6 
-13.1865  5.48924  6 
-13.1847  5.54795  6 
-13.1826  5.60665  6 
-13.1801  5.66536  6 
-13.18  5.66766  6 
-13.1773  5.72407  6 
-13.1741  5.78278  6 
-13.1706  5.84149  6 
-13.1667  5.9002  6 
-13.1624  5.9589  6 
-13.1577  6.01761  6 
-13.1527  6.07632  6 
-13.1473  6.13503  6 
-13.1416  6.19374  6 
-13.1354  6.25245  6 
-13.1289  6.31115  6 
-13.122  6.36986  6 
-13.1213  6.3753  6 
-13.1147  6.42857  6 
-13.1069  6.48728  6 
-13.0988  6.54599  6 
-13.0903  6.6047  6 
-13.0813  6.66341  6 
-13.072  6.72211  6 
-13.0626  6.77866  6 
-13.0623  6.78082  6 
-13.052  6.83953  6 
-13.0414  6.89824  6 
-13.0304  6.95695  6 
-13.0189  7.01566  6 
-13.007  7.07436  6 
-13.0039  7.08934  6 
-12.9947  7.13307  6 
-12.9819  7.19178  6 
-12.9686  7.25049  6 
-12.955  7.3092  6 
-12.9452  7.34994  6 
-12.9409  7.36791  6 
-12.9262  7.42661  6 
-12.9111  7.48532  6 
-12.8956  7.54403  6 
-12.8865  7.57772  6 
-12.8796  7.60274  6 
-12.8631  7.66145  6 
-12.8462  7.72016  6 
-12.8288  7.77886  6 
-12.8278  7.78207  6 
-12.8108  7.83757  6 
-12.7923  7.89628  6 
-12.7734  7.95499  6 
-12.7691  7.96813  6 
-12.7539  8.0137  6 
-12.7339  8.07241  6 
-12.7135  8.13112  6 
-12.7104  8.13992  6 
-12.6925  8.18982  6 
-12.6709  8.24853  6 
-12.6517  8.29986  6 
-12.6489  8.30724  6 
-12.6262  8.36595  6 
-12.6031  8.42466  6 
-12.593  8.44975  6 
-12.5793  8.48337  6 
-12.555  8.54207  6 
-12.5342  8.59126  6 
-12.5302  8.60078  6 
-12.5047  8.65949  6 
-12.4787  8.7182  6 
-12.4755  8.72529  6 
-12.4521  8.77691  6 
-12.4249  8.83562  6 
-12.4168  8.8527  6 
-12.397  8.89432  6 
-12.3686  8.95303  6 
-12.3581  8.97432  6 
-12.3395  9.01174  6 
-12.3098  9.07045  6 
-12.2994  9.09072  6 
-12.2795  9.12916  6 
-12.2485  9.18787  6 
-12.2407  9.2024  6 
-12.2168  9.24658  6 
-12.1845  9.30528  6 
-12.182  9.30978  6 
-12.1514  9.36399  6 
-12.1233  9.41311  6 
-12.1177  9.4227  6 
-12.0833  9.48141  6 
-12.0646  9.51276  6 
-12.0481  9.54012  6 
-12.0123  9.59883  6 
-12.0059  9.60913  6 
-11.9756  9.65753  6 
-11.9472  9.70228  6 
-11.9382  9.71624  6 
-11.9  9.77495  6 
-11.8885  9.79249  6 

-12.8249  0.0293542  6 
-12.8194  0.0880626  6 
-12.8144  0.146771  6 
-12.8099  0.205479  6 
-12.806  0.264188  6 
-12.8025  0.322896  6 
-12.7995  0.381605  6 
-12.797  0.440313  6 
-12.7951  0.499022  6 
-12.7936  0.55773  6 
-12.7926  0.616438  6 
-12.792  0.675147  6 
-12.7919  0.733855  6 
-12.7923  0.792564  6 
-12.7931  0.851272  6 
-12.7944  0.90998  6 
-12.796  0.968689  6 
-12.7981  1.0274  6 
-12.8006  1.08611  6 
-12.8035  1.14481  6 
-12.8067  1.20352  6 
-12.8104  1.26223  6 
-12.8143  1.32094  6 
-12.8186  1.37965  6 
-12.8233  1.43836  6 
-12.8278  1.49229  6 
-12.8282  1.49706  6 
-12.8334  1.55577  6 
-12.8388  1.61448  6 
-12.8446  1.67319  6 
-12.8506  1.7319  6 
-12.8568  1.79061  6 
-12.8632  1.84932  6 
-12.8699  1.90802  6 
-12.8768  1.96673  6 
-12.8838  2.02544  6 
-12.8865  2.0473  6 
-12.891  2.08415  6 
-12.8983  2.14286  6 
-12.9057  2.20157  6 
-12.9133  2.26027  6 
-12.9209  2.31898  6 
-12.9287  2.37769  6 
-12.9365  2.4364  6 
-12.9445  2.49511  6 
-12.9452  2.50051  6 
-12.9524  2.55382  6 
-12.9603  2.61252  6 
-12.9683  2.67123  6 
-12.9763  2.72994  6 
-12.9843  2.78865  6 
-12.9923  2.84736  6 
-13.0003  2.90607  6 
-13.0039  2.93275  6 
-13.0082  2.96477  6 
-13.0161  3.02348  6 
-13.0238  3.08219  6 
-13.0316  3.1409  6 
-13.0392  3.19961  6 
-13.0468  3.25832  6 
-13.0543  3.31703  6 
-13.0616  3.37573  6 
-13.0626  3.38379  6 
-13.0688  3.43444  6 
-13.0759  3.49315  6 
-13.0828  3.55186  6 
-13.0896  3.61057  6 
-13.0963  3.66928  6 
-13.1027  3.72798  6 
-13.109  3.78669  6 
-13.1152  3.8454  6 
-13.1211  3.90411  6 
-13.1213  3.90614  6 
-13.1268  3.96282  6 
-13.1323  4.02153  6 
-13.1377  4.08023  6 
-13.1427  4.13894  6 
-13.1476  4.19765  6 
-13.1522  4.25636  6 
-13.1567  4.31507  6 
-13.1608  4.37378  6 
-13.1647  4.43249  6 
-13.1684  4.49119  6 
-13.1718  4.5499  6 
-13.1749  4.60861  6 
-13.1778  4.66732  6 
-13.18  4.71791  6 
-13.1804  4.72603  6 
-13.1827  4.78474  6 
-13.1847  4.84344  6 
-13.1864  4.90215  6 
-13.1878  4.96086  6 
-13.1889  5.01957  6 
-13.1897  5.07828  6 
-13.1902  5.13699  6 
-13.1904  5.19569  6 
-13.1903  5.2544  6 
-13.1898  5.31311  6 
-13.1891  5.37182  6 

-14.0336 -4.49119  6 
-14.0192 -4.43249  6 
-14.0045 -4.37378  6 
-14.002 -4.36355  6 
-13.9896 -4.31507  6 
-13.9744 -4.25636  6 
-13.959 -4.19765  6 
-13.9435 -4.13894  6 
-13.9432 -4.13812  6 
-13.9276 -4.08023  6 
-13.9115 -4.02153  6 
-13.8952 -3.96282  6 
-13.8845 -3.92467  6 
-13.8787 -3.90411  6 
-13.862 -3.8454  6 
-13.8451 -3.78669  6 
-13.8281 -3.72798  6 
-13.8258 -3.72034  6 
-13.8108 -3.66928  6 
-13.7933 -3.61057  6 
-13.7757 -3.55186  6 
-13.7671 -3.52333  6 
-13.758 -3.49315  6 
-13.74 -3.43444  6 
-13.7219 -3.37573  6 
-13.7084 -3.33193  6 
-13.7038 -3.31703  6 
-13.6854 -3.25832  6 
-13.667 -3.19961  6 
-13.6497 -3.14485  6 
-13.6485 -3.1409  6 
-13.6297 -3.08219  6 
-13.611 -3.02348  6 
-13.5922 -2.96477  6 
-13.591 -2.96093  6 
-13.5733 -2.90607  6 
-13.5543 -2.84736  6 
-13.5354 -2.78865  6 
-13.5323 -2.77908  6 
-13.5163 -2.72994  6 
-13.4972 -2.67123  6 
-13.4782 -2.61252  6 
-13.4736 -2.59824  6 
-13.4591 -2.55382  6 
-13.44 -2.49511  6 
-13.421 -2.4364  6 
-13.4149 -2.41734  6 
-13.402 -2.37769  6 
-13.383 -2.31898  6 
-13.3642 -2.26027  6 
-13.3562 -2.23524  6 
-13.3453 -2.20157  6 
-13.3266 -2.14286  6 
-13.308 -2.08415  6 
-13.2975 -2.05064  6 
-13.2895 -2.02544  6 
-13.2711 -1.96673  6 
-13.2529 -1.90802  6 
-13.2387 -1.862  6 
-13.2348 -1.84932  6 
-13.2169 -1.79061  6 
-13.1992 -1.7319  6 
-13.1817 -1.67319  6 
-13.18 -1.66735  6 
-13.1644 -1.61448  6 
-13.1474 -1.55577  6 
-13.1306 -1.49706  6 
-13.1213 -1.46393  6 
-13.1141 -1.43836  6 
-13.0978 -1.37965  6 
-13.0819 -1.32094  6 
-13.0663 -1.26223  6 
-13.0626 -1.24816  6 
-13.0509 -1.20352  6 
-13.0359 -1.14481  6 
-13.0213 -1.08611  6 
-13.0071 -1.0274  6 
-13.0039 -1.01395  6 
-12.9932 -0.968689  6 
-12.9796 -0.90998  6 
-12.9665 -0.851272  6 
-12.9539 -0.792564  6 
-12.9452 -0.750816  6 
-12.9416 -0.733855  6 
-12.9298 -0.675147  6 
-12.9184 -0.616438  6 
-12.9075 -0.55773  6 
-12.897 -0.499022  6 
-12.8871 -0.440313  6 
-12.8865 -0.436589  6 
-12.8776 -0.381605  6 
-12.8685 -0.322896  6 
-12.86 -0.264188  6 
-12.852 -0.205479  6 
-12.8444 -0.146771  6 
-12.8374 -0.0880626  6 
-12.8309 -0.0293542  6 
-12.8278  0.0016165  6 
-12.8249  0.0293542  6 

-13.9896 -9.48141  6 
-14.002 -9.44261  6 
-14.0082 -9.4227  6 
-14.0263 -9.36399  6 
-14.0438 -9.30528  6 
-14.0607 -9.24731  6 
-14.0609 -9.24658  6 
-14.0773 -9.18787  6 
-14.0933 -9.12916  6 
-14.1088 -9.07045  6 
-14.1194 -9.02913  6 
-14.1238 -9.01174  6 
-14.1382 -8.95303  6 
-14.1522 -8.89432  6 
-14.1657 -8.83562  6 
-14.1781 -8.77994  6 
-14.1788 -8.77691  6 
-14.1912 -8.7182  6 
-14.2033 -8.65949  6 
-14.2149 -8.60078  6 
-14.226 -8.54207  6 
-14.2367 -8.48337  6 
-14.2368 -8.48265  6 
-14.2468 -8.42466  6 
-14.2565 -8.36595  6 
-14.2658 -8.30724  6 
-14.2746 -8.24853  6 
-14.283 -8.18982  6 
-14.291 -8.13112  6 
-14.2955 -8.09599  6 
-14.2985 -8.07241  6 
-14.3055 -8.0137  6 
-14.3122 -7.95499  6 
-14.3184 -7.89628  6 
-14.3241 -7.83757  6 
-14.3295 -7.77886  6 
-14.3344 -7.72016  6 
-14.3389 -7.66145  6 
-14.343 -7.60274  6 
-14.3467 -7.54403  6 
-14.35 -7.48532  6 
-14.3529 -7.42661  6 
-14.3542 -7.39585  6 
-14.3554 -7.36791  6 
-14.3574 -7.3092  6 
-14.3591 -7.25049  6 
-14.3604 -7.19178  6 
-14.3612 -7.13307  6 
-14.3617 -7.07436  6 
-14.3618 -7.01566  6 
-14.3615 -6.95695  6 
-14.3608 -6.89824  6 
-14.3598 -6.83953  6 
-14.3584 -6.78082  6 
-14.3566 -6.72211  6 
-14.3544 -6.66341  6 
-14.3542 -6.65955  6 
-14.3518 -6.6047  6 
-14.3489 -6.54599  6 
-14.3456 -6.48728  6 
-14.3419 -6.42857  6 
-14.3379 -6.36986  6 
-14.3335 -6.31115  6 
-14.3287 -6.25245  6 
-14.3236 -6.19374  6 
-14.3182 -6.13503  6 
-14.3124 -6.07632  6 
-14.3063 -6.01761  6 
-14.2998 -5.9589  6 
-14.2955 -5.92197  6 
-14.293 -5.9002  6 
-14.2858 -5.84149  6 
-14.2782 -5.78278  6 
-14.2704 -5.72407  6 
-14.2622 -5.66536  6 
-14.2537 -5.60665  6 
-14.2449 -5.54795  6 
-14.2368 -5.49594  6 
-14.2357 -5.48924  6 
-14.2262 -5.43053  6 
-14.2164 -5.37182  6 
-14.2063 -5.31311  6 
-14.1959 -5.2544  6 
-14.1852 -5.19569  6 
-14.1781 -5.15785  6 
-14.1741 -5.13699  6 
-14.1628 -5.07828  6 
-14.1511 -5.01957  6 
-14.1392 -4.96086  6 
-14.127 -4.90215  6 
-14.1194 -4.86626  6 
-14.1145 -4.84344  6 
-14.1017 -4.78474  6 
-14.0886 -4.72603  6 
-14.0752 -4.66732  6 
-14.0617 -4.60861  6 
-14.0607 -4.60438  6 
-14.0477 -4.5499  6 
-14.0336 -4.49119  6 

-11.604 -12.8865  6 
-11.6536 -12.8482  6 
-11.6797 -12.8278  6 
-11.7123 -12.802  6 
-11.7534 -12.7691  6 
-11.771 -12.7548  6 
-11.8251 -12.7104  6 
-11.8297 -12.7065  6 
-11.8885 -12.6571  6 
-11.8948 -12.6517  6 
-11.9472 -12.6065  6 
-11.9626 -12.593  6 
-12.0059 -12.5547  6 
-12.0287 -12.5342  6 
-12.0646 -12.5017  6 
-12.0931 -12.4755  6 
-12.1233 -12.4475  6 
-12.1559 -12.4168  6 
-12.182 -12.392  6 
-12.2171 -12.3581  6 
-12.2407 -12.3351  6 
-12.2768 -12.2994  6 
-12.2994 -12.2768  6 
-12.3351 -12.2407  6 
-12.3581 -12.2171  6 
-12.392 -12.182  6 
-12.4168 -12.1559  6 
-12.4475 -12.1233  6 
-12.4755 -12.0931  6 
-12.5017 -12.0646  6 
-12.5342 -12.0287  6 
-12.5547 -12.0059  6 
-12.593 -11.9626  6 
-12.6065 -11.9472  6 
-12.6517 -11.8948  6 
-12.6571 -11.8885  6 
-12.7065 -11.8297  6 
-12.7104 -11.8251  6 
-12.7548 -11.771  6 
-12.7691 -11.7534  6 
-12.802 -11.7123  6 
-12.8278 -11.6797  6 
-12.8482 -11.6536  6 
-12.8865 -11.604  6 
-12.8934 -11.5949  6 
-12.9375 -11.5362  6 
-12.9452 -11.5259  6 
-12.9807 -11.4775  6 
-13.0039 -11.4454  6 
-13.0229 -11.4188  6 
-13.0626 -11.3625  6 
-13.0643 -11.3601  6 
-13.1046 -11.3014  6 
-13.1213 -11.2767  6 
-13.1441 -11.2427  6 
-13.18 -11.1882  6 
-13.1828 -11.184  6 
-13.2206 -11.1252  6 
-13.2387 -11.0965  6 
-13.2575 -11.0665  6 
-13.2937 -11.0078  6 
-13.2975 -11.0017  6 
-13.329 -10.9491  6 
-13.3562 -10.9032  6 
-13.3636 -10.8904  6 
-13.3974 -10.8317  6 
-13.4149 -10.8008  6 
-13.4305 -10.773  6 
-13.4628 -10.7143  6 
-13.4736 -10.6943  6 
-13.4943 -10.6556  6 
-13.5252 -10.5969  6 
-13.5323 -10.5832  6 
-13.5554 -10.5382  6 
-13.5849 -10.4795  6 
-13.591 -10.4671  6 
-13.6136 -10.4207  6 
-13.6418 -10.362  6 
-13.6497 -10.3452  6 
-13.6692 -10.3033  6 
-13.6961 -10.2446  6 
-13.7084 -10.2171  6 
-13.7223 -10.1859  6 
-13.7478 -10.1272  6 
-13.7671 -10.0818  6 
-13.7728 -10.0685  6 
-13.797 -10.0098  6 
-13.8208 -9.95108  6 
-13.8258 -9.93834  6 
-13.8439 -9.89237  6 
-13.8664 -9.83366  6 
-13.8845 -9.78529  6 
-13.8884 -9.77495  6 
-13.9097 -9.71624  6 
-13.9305 -9.65753  6 
-13.9432 -9.62081  6 
-13.9508 -9.59883  6 
-13.9704 -9.54012  6 
-13.9896 -9.48141  6 

-7.36791 -14.3554  6 
-7.39585 -14.3542  6 
-7.42661 -14.3529  6 
-7.48532 -14.35  6 
-7.54403 -14.3467  6 
